"","Sample","Dataset","Sea","Sequencing","Date","Year","Month","Depth_type","Size","Depth","Latitude","Longitude","T","S","O2","pH","NO3","NO2","NH4","PO4","SIOH4","Chla","Depth_type2"
"1036","MGE17_25_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","16/09/2017",2017,"September","DCM","3.0-20",5.2,42.4163,3.5498,18.309,38.2009,4.891,NA,0.027,0.003,0.006112471,0.01,1.006,0.255256394,"DCM"
"1037","MGE17_25_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","16/09/2017",2017,"September","DCM","0.2-3.0",67.7,42.4163,3.5498,14.2458,38.2389,4.833,NA,0.914,0.173,0.047834294,0.017,1.581,0.817989017,"DCM"
"1038","MGE17_25_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","16/09/2017",2017,"September","DCM","3.0-20",67.7,42.4163,3.5498,14.2458,38.2389,4.833,NA,0.914,0.173,0.047834294,0.017,1.581,0.817989017,"DCM"
"1039","MGE17_25_L2_deep_02_DNA3","MOOSE","Mediterranean Sea","Illumina","16/09/2017",2017,"September","DEEP","0.2-3.0",872.5,42.4163,3.5498,13.2527,38.53085,3.7865,NA,9.106,0,NA,0.427,9.14,NA,"MESO"
"1040","MGE17_25_L2_deep_3_DNA","MOOSE","Mediterranean Sea","Illumina","16/09/2017",2017,"September","DEEP","3.0-20",872.5,42.4163,3.5498,13.2527,38.53085,3.7865,NA,9.106,0,NA,0.427,9.14,NA,"MESO"
"1041","MGE17_33_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","17/09/2017",2017,"September","SRF","0.2-3.0",5,41.9338,4.9843,19.68905,38.29125,4.8215,NA,0.011,0,0.006897559,0,1.199,0.177109229,"SRF"
"1042","MGE17_33_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","17/09/2017",2017,"September","SRF","3.0-20",5,41.9338,4.9843,19.68905,38.29125,4.8215,NA,0.011,0,0.006897559,0,1.199,0.177109229,"SRF"
"1043","MGE17_33_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","17/09/2017",2017,"September","DCM","0.2-3.0",69,41.9338,4.9843,14.06325,38.3485,4.8355,NA,0.893,0.054,0.055348708,0.029,1.624,0.602536552,"DCM"
"1044","MGE17_33_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","17/09/2017",2017,"September","DCM","3.0-20",69,41.9338,4.9843,14.06325,38.3485,4.8355,NA,0.893,0.054,0.055348708,0.029,1.624,0.602536552,"DCM"
"1045","MGE17_33_L2_deep_02_DNA3","MOOSE","Mediterranean Sea","Illumina","17/09/2017",2017,"September","DEEP","0.2-3.0",2000,41.9338,4.9843,13.2107,38.4851,4.0675,NA,8.996,0.005,NA,0.422,9.03,NA,"BATHY"
"1046","MGE17_33_L2_deep_3_DNA","MOOSE","Mediterranean Sea","Illumina","17/09/2017",2017,"September","DEEP","3.0-20",2000,41.9338,4.9843,13.2107,38.4851,4.0675,NA,8.996,0.005,NA,0.422,9.03,NA,"BATHY"
"1047","MGE17_36_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/09/2017",2017,"September","SRF","0.2-3.0",5,41.4163,6.4502,21.8301,38.21845,4.6105,NA,0,0,0.002411342,0,0.876,0.172727145,"SRF"
"1048","MGE17_36_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/09/2017",2017,"September","SRF","3.0-20",5,41.4163,6.4502,21.8301,38.21845,4.6105,NA,0,0,0.002411342,0,0.876,0.172727145,"SRF"
"1049","MGE17_36_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/09/2017",2017,"September","DCM","0.2-3.0",75,41.4163,6.4502,15.40715,38.1351,5.4665,NA,0,0,0.041217123,0.011,0.94,0.416297982,"DCM"
"1050","MGE17_36_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/09/2017",2017,"September","DCM","3.0-20",75,41.4163,6.4502,15.40715,38.1351,5.4665,NA,0,0,0.041217123,0.011,0.94,0.416297982,"DCM"
"1051","MGE17_36_L2_deep_02_DNA3","MOOSE","Mediterranean Sea","Illumina","18/09/2017",2017,"September","DEEP","0.2-3.0",2000,41.4163,6.4502,13.21035,38.48335,4.068,NA,NA,NA,NA,NA,8.841,NA,"BATHY"
"1052","MGE17_36_L2_deep_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/09/2017",2017,"September","DEEP","3.0-20",2000,41.4163,6.4502,13.21035,38.48335,4.068,NA,NA,NA,NA,NA,8.841,NA,"BATHY"
"1053","MGE17_45_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","19/09/2017",2017,"September","SRF","0.2-3.0",5,40.0015,8.0333,23.57055,38.04385,4.4855,NA,0.016,0,0.005812727,0.011,1.062,0.084355117,"SRF"
"1054","MGE17_45_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","19/09/2017",2017,"September","SRF","3.0-20",5,40.0015,8.0333,23.57055,38.04385,4.4855,NA,0.016,0,0.005812727,0.011,1.062,0.084355117,"SRF"
"1055","MGE17_45_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","19/09/2017",2017,"September","DCM","0.2-3.0",90.7,40.0015,8.0333,14.9557,37.90335,4.864,NA,NA,NA,0.005480571,NA,NA,0.430904928,"DCM"
"1056","MGE17_45_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","19/09/2017",2017,"September","DCM","3.0-20",90.7,40.0015,8.0333,14.9557,37.90335,4.864,NA,NA,NA,0.005480571,NA,NA,0.430904928,"DCM"
"1057","MGE17_45_L2_deep_02_DNA3","MOOSE","Mediterranean Sea","Illumina","19/09/2017",2017,"September","DEEP","0.2-3.0",1135,40.0015,8.0333,13.2523,38.52455,3.833,NA,8.755,0,NA,0.428,9.248,NA,"BATHY"
"1058","MGE17_45_L2_deep_3_DNA","MOOSE","Mediterranean Sea","Illumina","19/09/2017",2017,"September","DEEP","3.0-20",1135,40.0015,8.0333,13.2523,38.52455,3.833,NA,8.755,0,NA,0.428,9.248,NA,"BATHY"
"1059","MGE17_56_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","21/09/2017",2017,"September","SRF","0.2-3.0",5,40.3013,6.2832,23.15365,37.97805,4.5605,NA,0.029,0,0.008757913,0,1.087,0.105170016,"SRF"
"1060","MGE17_56_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","21/09/2017",2017,"September","SRF","3.0-20",5,40.3013,6.2832,23.15365,37.97805,4.5605,NA,0.029,0,0.008757913,0,1.087,0.105170016,"SRF"
"1061","MGE17_56_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","21/09/2017",2017,"September","DCM","0.2-3.0",79.8,40.3013,6.2832,15.80855,38.1505,5.4545,NA,0.012,0,0.040982541,0.005,1.264,0.335959775,"DCM"
"1062","MGE17_56_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","21/09/2017",2017,"September","DCM","3.0-20",79.8,40.3013,6.2832,15.80855,38.1505,5.4545,NA,0.012,0,0.040982541,0.005,1.264,0.335959775,"DCM"
"1063","MGE17_56_L2_deep_02_DNA3","MOOSE","Mediterranean Sea","Illumina","21/09/2017",2017,"September","DEEP","0.2-3.0",2857.4,40.3013,6.2832,13.35915,38.4879,4.0335,NA,NA,NA,NA,NA,9.6,NA,"BATHY"
"1064","MGE17_56_L2_deep_3_DNA","MOOSE","Mediterranean Sea","Illumina","21/09/2017",2017,"September","DEEP","3.0-20",2857.4,40.3013,6.2832,13.35915,38.4879,4.0335,NA,NA,NA,NA,NA,9.6,NA,"BATHY"
"1065","MGE17_67_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","23/09/2017",2017,"September","SRF","0.2-3.0",5,42.9992,6.0005,18.6784,38.13425,5.0365,NA,0.009,0,0.001545766,0.004,0.989,0.130001826,"SRF"
"1066","MGE17_67_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","23/09/2017",2017,"September","SRF","3.0-20",5,42.9992,6.0005,18.6784,38.13425,5.0365,NA,0.009,0,0.001545766,0.004,0.989,0.130001826,"SRF"
"1067","MGE17_67_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","23/09/2017",2017,"September","DCM","0.2-3.0",40,42.9992,6.0005,15.33315,38.0269,5.216,NA,0.163,0.011,0.011372425,0.023,1.053,0.558715712,"DCM"
"1068","MGE17_67_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","23/09/2017",2017,"September","DCM","3.0-20",40,42.9992,6.0005,15.33315,38.0269,5.216,NA,0.163,0.011,0.011372425,0.023,1.053,0.558715712,"DCM"
"1069","MGE17_67_L2_deep_02_DNA3","MOOSE","Mediterranean Sea","Illumina","23/09/2017",2017,"September","DEEP","0.2-3.0",1000,42.9992,6.0005,13.346,38.54915,3.7225,NA,NA,NA,NA,NA,8.615,NA,"BATHY"
"1070","MGE17_67_L2_deep_3_DNA","MOOSE","Mediterranean Sea","Illumina","23/09/2017",2017,"September","DEEP","3.0-20",1000,42.9992,6.0005,13.346,38.54915,3.7225,NA,NA,NA,NA,NA,8.615,NA,"BATHY"
"1071","MGE18_01_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","14/05/2018",2018,"May","SRF","0.2-3.0",5,43.63318398,7.382198992,17.43579365,37.94598915,5.35654706,NA,0.045999979,0.005999998,0.007618454,0.02299999,1.330999539,0.190255424,"SRF"
"1072","MGE18_01_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","14/05/2018",2018,"May","SRF","3.0-20",5,43.63318398,7.382198992,17.43579365,37.94598915,5.35654706,NA,0.045999979,0.005999998,0.007618454,0.02299999,1.330999539,0.190255424,"SRF"
"1073","MGE18_01_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","14/05/2018",2018,"May","DCM","0.2-3.0",50,43.6332,7.3822,14.31395,38.2198,5.35575,NA,0.434,0.167,0.123199359,0.015,1.216,0.416297982,"DCM"
"1074","MGE18_01_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","14/05/2018",2018,"May","DCM","3.0-20",50,43.6332,7.3822,14.31395,38.2198,5.35575,NA,0.434,0.167,0.123199359,0.015,1.216,0.416297982,"DCM"
"1075","MGE18_01_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","14/05/2018",2018,"May","DEEP","0.2-3.0",779,43.6332,7.3822,13.49205,38.58605,3.88535,NA,8.526,0.006,NA,0.393,7.855,NA,"MESO"
"1076","MGE18_01_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","14/05/2018",2018,"May","DEEP","3.0-20",779,43.6332,7.3822,13.49205,38.58605,3.88535,NA,8.526,0.006,NA,0.393,7.855,NA,"MESO"
"1077","MGE18_15_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","17/05/2018",2018,"May","SRF","0.2-3.0",5,43.4087,7.8655,18.4268,38.1682,5.25905,NA,0.04,0.003,0.009805987,0.012,1.994,0.13438391,"SRF"
"1078","MGE18_15_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","17/05/2018",2018,"May","SRF","3.0-20",5,43.4087,7.8655,18.4268,38.1682,5.25905,NA,0.04,0.003,0.009805987,0.012,1.994,0.13438391,"SRF"
"1079","MGE18_15_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","17/05/2018",2018,"May","DCM","0.2-3.0",50,43.4087,7.8655,13.70045,38.43245,4.9132,NA,4.338,0.028,0.009155866,0.107,3.096,0.238823579,"DCM"
"1080","MGE18_15_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","17/05/2018",2018,"May","DCM","3.0-20",50,43.4087,7.8655,13.70045,38.43245,4.9132,NA,4.338,0.028,0.009155866,0.107,3.096,0.238823579,"DCM"
"1081","MGE18_15_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","17/05/2018",2018,"May","DEEP","0.2-3.0",2000,43.4087,7.8655,13.21295,38.48375,4.22505,NA,9.001,0,NA,0.402,9.294,NA,"BATHY"
"1082","MGE18_15_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","17/05/2018",2018,"May","DEEP","3.0-20",2000,43.4087,7.8655,13.21295,38.48375,4.22505,NA,9.001,0,NA,0.402,9.294,NA,"BATHY"
"1083","MGE18_19_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","SRF","0.2-3.0",5,43,9.2478,17.2042,38.20065,5.3554,NA,0.005,0.028,0.018609949,0.009,2.032,0.17418784,"SRF"
"1084","MGE18_19_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","SRF","3.0-20",5,43,9.2478,17.2042,38.20065,5.3554,NA,0.005,0.028,0.018609949,0.009,2.032,0.17418784,"SRF"
"1085","MGE18_19_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DCM","0.2-3.0",50,43,9.2478,14.00355,38.0882,5.482,NA,0.449,0.038,0.014070937,0.048,1.733,0.668267813,"DCM"
"1086","MGE18_19_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DCM","3.0-20",50,43,9.2478,14.00355,38.0882,5.482,NA,0.449,0.038,0.014070937,0.048,1.733,0.668267813,"DCM"
"1087","MGE18_19_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DCM","0.2-3.0",70,43,9.2478,13.82505,38.1439,5.1394,NA,1.954,0.058,0.013163134,0.075,1.852,0.463770559,"DCM"
"1088","MGE18_19_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DCM","3.0-20",70,43,9.2478,13.82505,38.1439,5.1394,NA,1.954,0.058,0.013163134,0.075,1.852,0.463770559,"DCM"
"1089","MGE18_20_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","SRF","0.2-3.0",5,43.8308,9.5367,17.32435,38.13965,5.37735,NA,0.035,0,0.010666678,0.002,1.533,0.092023764,"SRF"
"1090","MGE18_20_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","SRF","3.0-20",5,43.8308,9.5367,17.32435,38.13965,5.37735,NA,0.035,0,0.010666678,0.002,1.533,0.092023764,"SRF"
"1091","MGE18_20_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DCM","0.2-3.0",60,43.8308,9.5367,13.9722,38.15055,5.3982,NA,0.482,0.299,0.091574564,0.008,1.667,0.708436916,"DCM"
"1092","MGE18_20_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DCM","3.0-20",60,43.8308,9.5367,13.9722,38.15055,5.3982,NA,0.482,0.299,0.091574564,0.008,1.667,0.708436916,"DCM"
"1093","MGE18_20_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DEEP","0.2-3.0",302,43.8308,9.5367,13.76945,38.56295,4.47105,NA,NA,NA,NA,NA,NA,NA,"MESO"
"1094","MGE18_20_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","18/05/2018",2018,"May","DEEP","3.0-20",302,43.8308,9.5367,13.76945,38.56295,4.47105,NA,NA,NA,NA,NA,NA,NA,"MESO"
"1095","MGE18_27_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","19/05/2018",2018,"May","SRF","0.2-3.0",5,42.9695,7.8218,18.35415,38.27705,5.3268,NA,0.1,0.025,0.026520453,0.018,1.84,0.108091406,"SRF"
"1096","MGE18_27_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","19/05/2018",2018,"May","SRF","3.0-20",5,42.9695,7.8218,18.35415,38.27705,5.3268,NA,0.1,0.025,0.026520453,0.018,1.84,0.108091406,"SRF"
"1097","MGE18_27_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","19/05/2018",2018,"May","DCM","0.2-3.0",40,42.9695,7.8218,13.9593,38.31645,5.3136,NA,NA,NA,0.043842128,NA,NA,0.78147165,"DCM"
"1098","MGE18_27_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","19/05/2018",2018,"May","DCM","3.0-20",50,42.9695,7.8218,13.9593,38.31645,5.3136,NA,NA,NA,0.043842128,NA,NA,0.78147165,"DCM"
"1099","MGE18_27_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","19/05/2018",2018,"May","DEEP","0.2-3.0",2000,42.9695,7.8218,13.21905,38.4828,4.20845,NA,9.591,0,NA,0.447,9.629,NA,"BATHY"
"1100","MGE18_27_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","19/05/2018",2018,"May","DEEP","3.0-20",2000,42.9695,7.8218,13.21905,38.4828,4.20845,NA,9.591,0,NA,0.447,9.629,NA,"BATHY"
"1101","MGE18_39_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","21/05/2018",2018,"May","SRF","0.2-3.0",5,42.1503,6.135,17.2202,38.3337,5.5097,NA,0.163,0.001,0.004742991,0.031,2.164,0.372477142,"SRF"
"1102","MGE18_39_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","21/05/2018",2018,"May","SRF","3.0-20",5,42.1503,6.135,17.2202,38.3337,5.5097,NA,0.163,0.001,0.004742991,0.031,2.164,0.372477142,"SRF"
"1103","MGE18_39_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","21/05/2018",2018,"May","DCM","0.2-3.0",50,42.1503,6.135,13.3921,38.4102,4.82815,NA,6.17,0.042,0.003860574,0.186,4.61,0.850854647,"DCM"
"1104","MGE18_39_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","21/05/2018",2018,"May","DCM","3.0-20",50,42.1503,6.135,13.3921,38.4102,4.82815,NA,6.17,0.042,0.003860574,0.186,4.61,0.850854647,"DCM"
"1105","MGE18_39_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","21/05/2018",2018,"May","DEEP","0.2-3.0",2000,42.1503,6.135,13.21665,38.48365,4.21225,NA,9.492,0.001,NA,0.402,9.711,NA,"BATHY"
"1106","MGE18_39_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","21/05/2018",2018,"May","DEEP","3.0-20",2000,42.1503,6.135,13.21665,38.48365,4.21225,NA,9.492,0.001,NA,0.402,9.711,NA,"BATHY"
"1107","MGE18_49_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","23/05/2018",2018,"May","SRF","0.2-3.0",5,42.117,4.7503,17.1747,38.3176,5.4693,NA,0.272,0.06,0.027990486,0.03,2.392,0.668267813,"SRF"
"1108","MGE18_49_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","23/05/2018",2018,"May","SRF","3.0-20",5,42.117,4.7503,17.1747,38.3176,5.4693,NA,0.272,0.06,0.027990486,0.03,2.392,0.668267813,"SRF"
"1109","MGE18_49_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","23/05/2018",2018,"May","DCM","0.2-3.0",40,42.117,4.7503,14.95875,38.3784,5.34605,NA,1.028,0.326,0.25790496,0.04,2.611,0.283009593,"DCM"
"1110","MGE18_49_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","23/05/2018",2018,"May","DCM","3.0-20",40,42.117,4.7503,14.95875,38.3784,5.34605,NA,1.028,0.326,0.25790496,0.04,2.611,0.283009593,"DCM"
"1111","MGE18_49_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","23/05/2018",2018,"May","DEEP","0.2-3.0",2000,42.117,4.7503,13.2244,38.4877,4.21565,NA,9.547,0,NA,0.414,9.427,NA,"BATHY"
"1112","MGE18_49_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","23/05/2018",2018,"May","DEEP","3.0-20",2000,42.117,4.7503,13.2244,38.4877,4.21565,NA,9.547,0,NA,0.414,9.427,NA,"BATHY"
"1113","MGE18_01_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","26/05/2018",2018,"May","SRF","0.2-3.0",5,42.8847,4.3422,18.631,38.0688,5.34705,NA,0,0,0.004751153,0.016244835,1.452,0.147580531,"SRF"
"1114","MGE18_01_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","26/05/2018",2018,"May","SRF","3.0-20",5,42.8847,4.3422,18.631,38.0688,5.34705,NA,0,0,0.004751153,0.016244835,1.452,0.147580531,"SRF"
"1115","MGE18_01_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","26/05/2018",2018,"May","DCM","0.2-3.0",40,42.8847,4.3422,14.5669,38.16795,5.4752,NA,0.335,0.079,0.114544093,0.032489669,1.0103,0.7784873,"DCM"
"1116","MGE18_01_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","26/05/2018",2018,"May","DCM","3.0-20",40,42.8847,4.3422,14.5669,38.16795,5.4752,NA,0.335,0.079,0.114544093,0.032489669,1.0103,0.7784873,"DCM"
"1117","MGE18_01_L2_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","26/05/2018",2018,"May","DEEP","0.2-3.0",283,42.8847,4.3422,13.6681,38.4474,4.76265,NA,NA,NA,NA,NA,NA,NA,"MESO"
"1118","MGE18_01_L2_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","26/05/2018",2018,"May","DEEP","3.0-20",283,42.8847,4.3422,13.6681,38.4474,4.76265,NA,NA,NA,NA,NA,NA,NA,"MESO"
"1119","MGE18_13_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","28/05/2018",2018,"May","SRF","0.2-3.0",5,40.2952,6.2883,19.00665,37.93705,5.2145,NA,0.067,0.009,0.343124504,0.017,1.553,0.228380871,"SRF"
"1120","MGE18_13_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","28/05/2018",2018,"May","SRF","3.0-20",5,40.2952,6.2883,19.00665,37.93705,5.2145,NA,0.067,0.009,0.343124504,0.017,1.553,0.228380871,"SRF"
"1121","MGE18_13_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","28/05/2018",2018,"May","DCM","0.2-3.0",55,40.2952,6.2883,14.26215,38.3,5.39335,NA,0.809,0.12,0.016495385,0.005,2.501,0.546047964,"DCM"
"1122","MGE18_13_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","28/05/2018",2018,"May","DCM","3.0-20",55,40.2952,6.2883,14.26215,38.3,5.39335,NA,0.809,0.12,0.016495385,0.005,2.501,0.546047964,"DCM"
"1123","MGE18_13_L2_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","28/05/2018",2018,"May","DEEP","0.2-3.0",2000,40.2952,6.2883,13.222,38.48445,4.21555,NA,9.045,0.009,NA,0.417,9.315,NA,"BATHY"
"1124","MGE18_13_L2_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","28/05/2018",2018,"May","DEEP","3.0-20",2000,40.2952,6.2883,13.222,38.48445,4.21555,NA,9.045,0.009,NA,0.417,9.315,NA,"BATHY"
"1125","MGE18_24_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","30/05/2018",2018,"May","SRF","0.2-3.0",5,39.9945,8.0287,20.034,37.60635,5.14655,NA,0.13,0.002,0.171749139,0.009,1.579,0.188534128,"SRF"
"1126","MGE18_24_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","30/05/2018",2018,"May","SRF","3.0-20",5,39.9945,8.0287,20.034,37.60635,5.14655,NA,0.13,0.002,0.171749139,0.009,1.579,0.188534128,"SRF"
"1127","MGE18_24_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","30/05/2018",2018,"May","DCM","0.2-3.0",65,39.9945,8.0287,14.19335,38.08685,5.2413,NA,0.857,0.151,0.03373072,0.015,1.686,0.686249468,"DCM"
"1128","MGE18_24_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","30/05/2018",2018,"May","DCM","3.0-20",65,39.9945,8.0287,14.19335,38.08685,5.2413,NA,0.857,0.151,0.03373072,0.015,1.686,0.686249468,"DCM"
"1129","MGE18_24_L2_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","30/05/2018",2018,"May","DEEP","0.2-3.0",1000,39.9945,8.0287,13.3351,38.5463,3.9352,NA,9.753,0.006,NA,0.402,9.714,NA,"BATHY"
"1130","MGE18_24_L2_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","30/05/2018",2018,"May","DEEP","3.0-20",1000,39.9945,8.0287,13.3351,38.5463,3.9352,NA,9.753,0.006,NA,0.402,9.714,NA,"BATHY"
"1131","MGE18_30_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","31/05/2018",2018,"May","SRF","0.2-3.0",5,40.9667,7.6338,19.6248,37.68105,4.6053,NA,0.131,0.009,0.003628716,0.018,1.461,0.113637009,"SRF"
"1132","MGE18_30_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","31/05/2018",2018,"May","SRF","3.0-20",5,40.9667,7.6338,19.6248,37.68105,4.6053,NA,0.131,0.009,0.003628716,0.018,1.461,0.113637009,"SRF"
"1133","MGE18_30_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","31/05/2018",2018,"May","DCM","0.2-3.0",70,40.9667,7.6338,13.8075,38.204,4.1727,NA,4.526,0.064,0.042840508,0.205,2.552,0.196282106,"DCM"
"1134","MGE18_30_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","31/05/2018",2018,"May","DCM","3.0-20",70,40.9667,7.6338,13.8075,38.204,4.1727,NA,4.526,0.064,0.042840508,0.205,2.552,0.196282106,"DCM"
"1135","MGE18_30_L2_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","31/05/2018",2018,"May","DEEP","0.2-3.0",2000,40.9667,7.6338,13.23265,38.4865,3.89335,NA,9.714,NA,NA,0.391,9.68,NA,"BATHY"
"1136","MGE18_30_L2_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","31/05/2018",2018,"May","DEEP","3.0-20",2000,40.9667,7.6338,13.23265,38.4865,3.89335,NA,9.714,NA,NA,0.391,9.68,NA,"BATHY"
"1137","MGE18_35_L2_5_02_DNA","MOOSE","Mediterranean Sea","Illumina","01/06/2018",2018,"June","SRF","0.2-3.0",5,41.7325,5.5492,20.26265,38.25785,4.7668,NA,0.016,0.005,0.01880231,0.071,1.642,0.118064425,"SRF"
"1138","MGE18_35_L2_5_3_DNA","MOOSE","Mediterranean Sea","Illumina","01/06/2018",2018,"June","SRF","3.0-20",5,41.7325,5.5492,20.26265,38.25785,4.7668,NA,0.016,0.005,0.01880231,0.071,1.642,0.118064425,"SRF"
"1139","MGE18_35_L2_DCM_02_DNA","MOOSE","Mediterranean Sea","Illumina","01/06/2018",2018,"June","DCM","0.2-3.0",50,41.7325,5.5492,13.74135,38.4241,4.78975,NA,3.258,0.12,0.042191779,0.119,2.571,1.464736767,"DCM"
"1140","MGE18_35_L2_DCM_3_DNA","MOOSE","Mediterranean Sea","Illumina","01/06/2018",2018,"June","DCM","3.0-20",50,41.7325,5.5492,13.74135,38.4241,4.78975,NA,3.258,0.12,0.042191779,0.119,2.571,1.464736767,"DCM"
"1141","MGE18_35_L2_DEEP_02_DNA","MOOSE","Mediterranean Sea","Illumina","01/06/2018",2018,"June","DEEP","0.2-3.0",2000,41.7325,5.5492,13.21485,38.4832,4.03135,NA,9.757,0.031,NA,0.516,9.604,NA,"BATHY"
"1142","MGE18_35_L2_DEEP_3_DNA","MOOSE","Mediterranean Sea","Illumina","01/06/2018",2018,"June","DEEP","3.0-20",2000,41.7325,5.5492,13.21485,38.4832,4.03135,NA,9.757,0.031,NA,0.516,9.604,NA,"BATHY"
