Sample;Dataset;Sea;Sequencing;Date;Year;Month;Depth_type;Size_fraction;Depth;Latitude;Longitude;T;S;O2;pH;NO3;NO2;NH4;PO4;SIOH4;Chla
RA151006_02;ASTAN;English Channel;Illumina;06/10/2015;2015;October;SRF;2;1;48.7778;-3.9375;14.7;35.295;5.51;7.93;4.5;0.62;0.29;0.37;2.7;0.49
RA151006_3;ASTAN;English Channel;Illumina;06/10/2015;2015;October;SRF;3;1;48.7778;-3.9375;14.7;35.295;5.51;7.93;4.5;0.62;0.29;0.37;2.7;0.49
RA151021_02;ASTAN;English Channel;Illumina;21/10/2015;2015;October;SRF;2;1;48.7778;-3.9375;14.2;35.347;5.6;7.95;5;0.66;0.17;0.37;2.9;0.59
RA151021_3;ASTAN;English Channel;Illumina;21/10/2015;2015;October;SRF;3;1;48.7778;-3.9375;14.2;35.347;5.6;7.95;5;0.66;0.17;0.37;2.9;0.59
RA151104_02;ASTAN;English Channel;Illumina;04/11/2015;2015;November;SRF;2;1;48.7778;-3.9375;14.3;35.348;5.52;7.9;5.4;0.65;0.12;0.38;2.9;0.46
RA151104_3;ASTAN;English Channel;Illumina;04/11/2015;2015;November;SRF;3;1;48.7778;-3.9375;14.3;35.348;5.52;7.9;5.4;0.65;0.12;0.38;2.9;0.46
RA151120_02;ASTAN;English Channel;Illumina;20/11/2015;2015;November;SRF;2;1;48.7778;-3.9375;14.12;35.332;5.7;7.88;5.8;0.46;0.1;0.38;2.9;0.43
RA151120_3;ASTAN;English Channel;Illumina;20/11/2015;2015;November;SRF;3;1;48.7778;-3.9375;14.12;35.332;5.7;7.88;5.8;0.46;0.1;0.38;2.9;0.43
RA151204_02;ASTAN;English Channel;Illumina;04/12/2015;2015;December;SRF;2;1;48.7778;-3.9375;13.55;35.36;5.83;7.92;5.2;0.16;0.03;0.35;2.7;0.36
RA151204_3;ASTAN;English Channel;Illumina;04/12/2015;2015;December;SRF;3;1;48.7778;-3.9375;13.55;35.36;5.83;7.92;5.2;0.16;0.03;0.35;2.7;0.36
RA151217_02;ASTAN;English Channel;Illumina;17/12/2015;2015;December;SRF;2;1;48.7778;-3.9375;13.3;35.375;5.84;7.92;5.5;0.11;0.04;0.37;2.9;0.35
RA151217_3;ASTAN;English Channel;Illumina;17/12/2015;2015;December;SRF;3;1;48.7778;-3.9375;13.3;35.375;5.84;7.92;5.5;0.11;0.04;0.37;2.9;0.35
RA160104_02;ASTAN;English Channel;Illumina;04/01/2016;2016;January;SRF;2;1;48.7778;-3.9375;12.45;35.313;5.97;7.9;6.8;0.21;0.14;0.43;3.1;0.4
RA160104_3;ASTAN;English Channel;Illumina;04/01/2016;2016;January;SRF;3;1;48.7778;-3.9375;12.45;35.313;5.97;7.9;6.8;0.21;0.14;0.43;3.1;0.4
RA160118_02;ASTAN;English Channel;Illumina;18/01/2016;2016;January;SRF;2;1;48.7778;-3.9375;11.4;35.232;6.03;7.88;7.5;0.13;0.08;0.41;3.8;0.37
RA160118_3;ASTAN;English Channel;Illumina;18/01/2016;2016;January;SRF;3;1;48.7778;-3.9375;11.4;35.232;6.03;7.88;7.5;0.13;0.08;0.41;3.8;0.37
RA160202_02;ASTAN;English Channel;Illumina;02/02/2016;2016;February;SRF;2;1;48.7778;-3.9375;11.4;35.134;6.17;7.82;6.9;0.13;0.1;0.37;3.3;0.56
RA160202_3;ASTAN;English Channel;Illumina;02/02/2016;2016;February;SRF;3;1;48.7778;-3.9375;11.4;35.134;6.17;7.82;6.9;0.13;0.1;0.37;3.3;0.56
RA160217_02;ASTAN;English Channel;Illumina;17/02/2016;2016;February;SRF;2;1;48.7778;-3.9375;10.85;35.073;6.16;7.83;8.4;0.17;0.12;0.43;3.9;0.65
RA160217_3;ASTAN;English Channel;Illumina;17/02/2016;2016;February;SRF;3;1;48.7778;-3.9375;10.85;35.073;6.16;7.83;8.4;0.17;0.12;0.43;3.9;0.65
RA160304_02;ASTAN;English Channel;Illumina;04/03/2016;2016;March;SRF;2;1;48.7778;-3.9375;10.45;35.095;6.31;7.85;7.4;0.17;0.14;0.4;3.2;0.61
RA160304_3;ASTAN;English Channel;Illumina;04/03/2016;2016;March;SRF;3;1;48.7778;-3.9375;10.45;35.095;6.31;7.85;7.4;0.17;0.14;0.4;3.2;0.61
RA160317_02;ASTAN;English Channel;Illumina;17/03/2016;2016;March;SRF;2;1;48.7778;-3.9375;10.35;35.096;6.33;7.86;7.2;0.16;0.16;0.37;3;0.66
RA160317_3;ASTAN;English Channel;Illumina;17/03/2016;2016;March;SRF;3;1;48.7778;-3.9375;10.35;35.096;6.33;7.86;7.2;0.16;0.16;0.37;3;0.66
RA160401_3;ASTAN;English Channel;Illumina;01/04/2016;2016;April;SRF;2;1;48.7778;-3.9375;10.35;35.113;6.35;7.89;7.6;0.21;0.19;0.39;2.7;0.66
RA160415_02;ASTAN;English Channel;Illumina;15/04/2016;2016;April;SRF;2;1;48.7778;-3.9375;10.8;35.143;6.37;7.86;6.6;0.2;0.19;0.34;1.4;0.94
RA160415_3;ASTAN;English Channel;Illumina;15/04/2016;2016;April;SRF;3;1;48.7778;-3.9375;10.8;35.143;6.37;7.86;6.6;0.2;0.19;0.34;1.4;0.94
RA160429_02;ASTAN;English Channel;Illumina;29/04/2016;2016;April;SRF;2;1;48.7778;-3.9375;11.1;35.197;6.46;7.93;3.93;0.15;0.3;0.22;0.37;1.1
RA160429_3;ASTAN;English Channel;Illumina;29/04/2016;2016;April;SRF;3;1;48.7778;-3.9375;11.1;35.197;6.46;7.93;3.93;0.15;0.3;0.22;0.37;1.1
RA160513_02;ASTAN;English Channel;Illumina;13/05/2016;2016;May;SRF;2;1;48.7778;-3.9375;11.9;35.179;6.3;7.96;3.26;0.17;0.37;0.2;0.98;0.62
RA160513_3;ASTAN;English Channel;Illumina;13/05/2016;2016;May;SRF;3;1;48.7778;-3.9375;11.9;35.179;6.3;7.96;3.26;0.17;0.37;0.2;0.98;0.62
RA160530_02;ASTAN;English Channel;Illumina;30/05/2016;2016;May;SRF;2;1;48.7778;-3.9375;12.95;35.168;6.35;8;1.87;0.14;0.26;0.15;1.1;1.83
RA160530_3;ASTAN;English Channel;Illumina;30/05/2016;2016;May;SRF;3;1;48.7778;-3.9375;12.95;35.168;6.35;8;1.87;0.14;0.26;0.15;1.1;1.83
RA160614_02;ASTAN;English Channel;Illumina;14/06/2016;2016;June;SRF;2;1;48.7778;-3.9375;13.75;35.158;6.19;7.98;0.8;0.09;1.07;0.14;1.04;0.36
RA160614_3;ASTAN;English Channel;Illumina;14/06/2016;2016;June;SRF;3;1;48.7778;-3.9375;13.75;35.158;6.19;7.98;0.8;0.09;1.07;0.14;1.04;0.36
RA160628_02;ASTAN;English Channel;Illumina;28/06/2016;2016;June;SRF;2;1;48.7778;-3.9375;14.4;35.17;6.05;8.02;1.33;0.15;0.79;0.19;1.69;1.11
RA160628_3;ASTAN;English Channel;Illumina;28/06/2016;2016;June;SRF;3;1;48.7778;-3.9375;14.4;35.17;6.05;8.02;1.33;0.15;0.79;0.19;1.69;1.11
RA160713_02;ASTAN;English Channel;Illumina;13/07/2016;2016;July;SRF;2;1;48.7778;-3.9375;15.05;35.191;5.96;8.01;1.39;0.15;0.55;0.16;1.46;1.01
RA160713_3;ASTAN;English Channel;Illumina;13/07/2016;2016;July;SRF;3;1;48.7778;-3.9375;15.05;35.191;5.96;8.01;1.39;0.15;0.55;0.16;1.46;1.01
RA160728_02;ASTAN;English Channel;Illumina;28/07/2016;2016;July;SRF;2;1;48.7778;-3.9375;15.4;35.225;6.03;8;0.75;0.12;0.59;0.17;0.74;1.24
RA160728_3;ASTAN;English Channel;Illumina;28/07/2016;2016;July;SRF;3;1;48.7778;-3.9375;15.4;35.225;6.03;8;0.75;0.12;0.59;0.17;0.74;1.24
RA160812_02;ASTAN;English Channel;Illumina;12/08/2016;2016;August;SRF;2;1;48.7778;-3.9375;15.56;35.261;NA;NA;1.62;0.31;NA;0.21;1.66;NA
RA160812_3;ASTAN;English Channel;Illumina;12/08/2016;2016;August;SRF;3;1;48.7778;-3.9375;15.56;35.261;NA;NA;1.62;0.31;NA;0.21;1.66;NA
RA160826_02;ASTAN;English Channel;Illumina;26/08/2016;2016;August;SRF;2;1;48.7778;-3.9375;15.75;35.293;5.6;7.98;2.69;0.81;0.2;0.22;1.9;0.88
RA160826_3;ASTAN;English Channel;Illumina;26/08/2016;2016;August;SRF;3;1;48.7778;-3.9375;15.75;35.293;5.6;7.98;2.69;0.81;0.2;0.22;1.9;0.88
RA160909_02;ASTAN;English Channel;Illumina;09/09/2016;2016;September;SRF;2;1;48.7778;-3.9375;15.8;35.338;5.65;7.97;3.3;0.69;0.27;0.27;2.32;0.56
RA160909_3;ASTAN;English Channel;Illumina;09/09/2016;2016;September;SRF;3;1;48.7778;-3.9375;15.8;35.338;5.65;7.97;3.3;0.69;0.27;0.27;2.32;0.56
RA160923_02;ASTAN;English Channel;Illumina;23/09/2016;2016;September;SRF;2;1;48.7778;-3.9375;15.58;35.342;5.48;7.93;4.66;0.76;0.27;0.38;2.84;0.65
RA160923_3;ASTAN;English Channel;Illumina;23/09/2016;2016;September;SRF;3;1;48.7778;-3.9375;15.58;35.342;5.48;7.93;4.66;0.76;0.27;0.38;2.84;0.65
RA161010_02;ASTAN;English Channel;Illumina;10/10/2016;2016;October;SRF;2;1;48.7778;-3.9375;14.95;35.378;5.48;7.93;4.19;0.51;0.26;0.3;2.37;0.53
RA161010_3;ASTAN;English Channel;Illumina;10/10/2016;2016;October;SRF;3;1;48.7778;-3.9375;14.95;35.378;5.48;7.93;4.19;0.51;0.26;0.3;2.37;0.53
RA161024_02;ASTAN;English Channel;Illumina;24/10/2016;2016;October;SRF;2;1;48.7778;-3.9375;14.35;35.372;5.57;7.93;5.6;0.61;0.17;0.4;2.79;0.67
RA161024_3;ASTAN;English Channel;Illumina;24/10/2016;2016;October;SRF;3;1;48.7778;-3.9375;14.35;35.372;5.57;7.93;5.6;0.61;0.17;0.4;2.79;0.67
RA161108_02;ASTAN;English Channel;Illumina;08/11/2016;2016;November;SRF;2;1;48.7778;-3.9375;13.75;35.4;5.6;7.92;5.36;0.63;0.12;0.36;2.63;0.55
RA161108_3;ASTAN;English Channel;Illumina;08/11/2016;2016;November;SRF;3;1;48.7778;-3.9375;13.75;35.4;5.6;7.92;5.36;0.63;0.12;0.36;2.63;0.55
RA161122_02;ASTAN;English Channel;Illumina;22/11/2016;2016;November;SRF;2;1;48.7778;-3.9375;13.1;35.374;5.73;7.99;6.05;0.54;0.17;0.41;3;0.49
RA161122_3;ASTAN;English Channel;Illumina;22/11/2016;2016;November;SRF;3;1;48.7778;-3.9375;13.1;35.374;5.73;7.99;6.05;0.54;0.17;0.41;3;0.49
RA161207_02;ASTAN;English Channel;Illumina;07/12/2016;2016;December;SRF;2;1;48.7778;-3.9375;12.22;35.423;5.88;7.92;6.27;0.37;0.12;0.41;2.97;0.46
RA161207_3;ASTAN;English Channel;Illumina;07/12/2016;2016;December;SRF;3;1;48.7778;-3.9375;12.22;35.423;5.88;7.92;6.27;0.37;0.12;0.41;2.97;0.46
RA161222_02;ASTAN;English Channel;Illumina;22/12/2016;2016;December;SRF;2;1;48.7778;-3.9375;12.05;35.44;5.92;7.9;6.3;0.2;NA;0.39;2.7;0.41
RA161222_3;ASTAN;English Channel;Illumina;22/12/2016;2016;December;SRF;3;1;48.7778;-3.9375;12.05;35.44;5.92;7.9;6.3;0.2;NA;0.39;2.7;0.41
S0017;BioMarKs;Mediterranean Sea;454;13/10/2009;2009;October;SRF;20;1;40.8;14.25;22.8;37.7;4.85;NA;0.03105;0.00045;NA;0.0213;0.87255;1.7
S0019;BioMarKs;Mediterranean Sea;454;13/10/2009;2009;October;SRF;20;1;40.8;14.25;22.8;37.7;4.85;NA;0.03105;0.00045;NA;0.0213;0.87255;1.7
S0021;BioMarKs;North Sea;454;22/09/2009;2009;September;DCM;20;20;59.267;10.717;16.1;29.5;5.05;NA;1.76;NA;NA;0.18;2.34;1.1
S0023;BioMarKs;North Sea;454;22/09/2009;2009;September;DCM;20;20;59.267;10.717;16.1;29.5;5.05;NA;1.76;NA;NA;0.18;2.34;1.1
S0025;BioMarKs;North Sea;454;22/09/2009;2009;September;DCM;83;20;59.267;10.717;16.1;29.5;5.05;NA;1.76;NA;NA;0.18;2.34;1.1
S0027;BioMarKs;North Sea;454;22/09/2009;2009;September;DCM;83;20;59.267;10.717;16.1;29.5;5.05;NA;1.76;NA;NA;0.18;2.34;1.1
S0029;BioMarKs;North Sea;454;22/09/2009;2009;September;SRF;83;1;59.267;10.717;15.5;25.2;6.38;NA;NA;NA;NA;0.19;NA;2.5
S0031;BioMarKs;North Sea;454;22/09/2009;2009;September;SRF;83;1;59.267;10.717;15.5;25.2;6.38;NA;NA;NA;NA;0.19;NA;2.5
